"lon","lat","species.name"
16.07546,67.399985,"Harrimanella hypnoides"
7.338517,61.953837,"Harrimanella hypnoides"
9.540401,62.214803,"Harrimanella hypnoides"
7.829707,59.778289,"Harrimanella hypnoides"
16.059694,67.391674,"Harrimanella hypnoides"
14.654056,65.682547,"Harrimanella hypnoides"
14.518706,66.808822,"Harrimanella hypnoides"
18.980243,69.599668,"Harrimanella hypnoides"
18.269855,67.172182,"Harrimanella hypnoides"
16.684203,66.215896,"Harrimanella hypnoides"
9.117065,62.582156,"Harrimanella hypnoides"
14.22599,65.597132,"Harrimanella hypnoides"
15.19317,65.767588,"Harrimanella hypnoides"
9.117038,62.582354,"Harrimanella hypnoides"
14.760218,65.853423,"Harrimanella hypnoides"
9.754707,62.741171,"Harrimanella hypnoides"
14.711009,64.737273,"Harrimanella hypnoides"
13.804016,66.737568,"Harrimanella hypnoides"
7.190699,62.296548,"Harrimanella hypnoides"
23.05475,69.608409,"Harrimanella hypnoides"
9.29364,62.74729,"Harrimanella hypnoides"
6.3456,62.26077,"Harrimanella hypnoides"
8.98477,60.071407,"Harrimanella hypnoides"
6.447406,59.949796,"Harrimanella hypnoides"
23.009645,69.577456,"Harrimanella hypnoides"
16.71082,66.214128,"Harrimanella hypnoides"
14.724717,65.860826,"Harrimanella hypnoides"
14.084407,66.774686,"Harrimanella hypnoides"
20.789585,69.171323,"Harrimanella hypnoides"
9.329453,62.30211,"Harrimanella hypnoides"
7.47728,60.377505,"Harrimanella hypnoides"
14.868142,66.785725,"Harrimanella hypnoides"
14.364879,65.686005,"Harrimanella hypnoides"
8.278775,60.734221,"Harrimanella hypnoides"
8.849825,61.29266,"Harrimanella hypnoides"
8.968995,61.971533,"Harrimanella hypnoides"
10.093237,62.985996,"Harrimanella hypnoides"
6.124013,59.549232,"Harrimanella hypnoides"
14.741345,65.861175,"Harrimanella hypnoides"
16.079754,67.434161,"Harrimanella hypnoides"
8.956437,61.960919,"Harrimanella hypnoides"
8.211311,61.324845,"Harrimanella hypnoides"
10.096884,62.977892,"Harrimanella hypnoides"
18.745675,68.500328,"Harrimanella hypnoides"
14.713147,65.880308,"Harrimanella hypnoides"
18.644857,67.893037,"Harrimanella hypnoides"
18.7813,68.358513,"Harrimanella hypnoides"
14.855952,66.808861,"Harrimanella hypnoides"
8.173465,61.323156,"Harrimanella hypnoides"
20.442656,69.247139,"Harrimanella hypnoides"
15.989644,66.74179,"Harrimanella hypnoides"
12.338396,62.633334,"Harrimanella hypnoides"
20.432819,69.249103,"Harrimanella hypnoides"
14.852188,66.753599,"Harrimanella hypnoides"
14.359462,65.683919,"Harrimanella hypnoides"
12.382297,63.247248,"Harrimanella hypnoides"
14.36734,66.863191,"Harrimanella hypnoides"
12.240534,63.171402,"Harrimanella hypnoides"
18.619974,67.911124,"Harrimanella hypnoides"
12.31336,62.786539,"Harrimanella hypnoides"
15.463456,66.587112,"Harrimanella hypnoides"
15.437692,66.583867,"Harrimanella hypnoides"
15.463294,66.578322,"Harrimanella hypnoides"
15.437324,66.575705,"Harrimanella hypnoides"
10.756436,63.019712,"Harrimanella hypnoides"
10.677717,62.818671,"Harrimanella hypnoides"
18.619812,68.408025,"Harrimanella hypnoides"
6.137928,60.453149,"Harrimanella hypnoides"
10.716066,63.139611,"Harrimanella hypnoides"
10.67725,62.810598,"Harrimanella hypnoides"
14.561017,66.98791,"Harrimanella hypnoides"
6.130113,60.458589,"Harrimanella hypnoides"
8.479881,61.33272,"Harrimanella hypnoides"
18.632514,68.409447,"Harrimanella hypnoides"
15.987542,66.742825,"Harrimanella hypnoides"
14.961154,66.910736,"Harrimanella hypnoides"
6.904263,62.043194,"Harrimanella hypnoides"
12.425758,63.18402,"Harrimanella hypnoides"
7.902983,61.549869,"Harrimanella hypnoides"
18.64731,68.41382,"Harrimanella hypnoides"
14.996574,66.889932,"Harrimanella hypnoides"
14.592314,64.709607,"Harrimanella hypnoides"
13.152755,65.827256,"Harrimanella hypnoides"
8.033005,62.245053,"Harrimanella hypnoides"
16.142241,66.471793,"Harrimanella hypnoides"
14.930063,66.988222,"Harrimanella hypnoides"
15.998825,67.563209,"Harrimanella hypnoides"
8.051456,62.251913,"Harrimanella hypnoides"
16.033005,66.824553,"Harrimanella hypnoides"
16.146166,66.876512,"Harrimanella hypnoides"
15.772278,66.947572,"Harrimanella hypnoides"
16.290391,67.565996,"Harrimanella hypnoides"
19.093844,69.593781,"Harrimanella hypnoides"
7.878728,62.522004,"Harrimanella hypnoides"
8.063844,62.246881,"Harrimanella hypnoides"
18.26125,68.125992,"Harrimanella hypnoides"
7.10518,59.870904,"Harrimanella hypnoides"
14.933351,67.007395,"Harrimanella hypnoides"
16.023178,66.822551,"Harrimanella hypnoides"
6.758179,60.134474,"Harrimanella hypnoides"
8.915519,61.922003,"Harrimanella hypnoides"
18.688758,68.365474,"Harrimanella hypnoides"
18.702152,68.3706,"Harrimanella hypnoides"
15.802848,66.854033,"Harrimanella hypnoides"
8.381488,62.801583,"Harrimanella hypnoides"
7.539623,59.373211,"Harrimanella hypnoides"
16.141791,66.478519,"Harrimanella hypnoides"
8.853113,61.810724,"Harrimanella hypnoides"
16.074633,67.572773,"Harrimanella hypnoides"
13.157696,65.832269,"Harrimanella hypnoides"
8.063772,62.246115,"Harrimanella hypnoides"
16.178452,66.872451,"Harrimanella hypnoides"
7.041121,59.817297,"Harrimanella hypnoides"
8.940627,61.694465,"Harrimanella hypnoides"
6.421445,60.930773,"Harrimanella hypnoides"
15.79815,66.84975,"Harrimanella hypnoides"
8.057529,62.251909,"Harrimanella hypnoides"
6.726558,60.139134,"Harrimanella hypnoides"
16.132862,67.562239,"Harrimanella hypnoides"
16.294406,67.566504,"Harrimanella hypnoides"
8.37396,62.801193,"Harrimanella hypnoides"
18.912052,68.292666,"Harrimanella hypnoides"
16.332234,67.533362,"Harrimanella hypnoides"
16.147882,66.883602,"Harrimanella hypnoides"
13.144077,65.821918,"Harrimanella hypnoides"
7.012007,59.810305,"Harrimanella hypnoides"
16.308896,67.560915,"Harrimanella hypnoides"
16.337615,67.54139,"Harrimanella hypnoides"
8.381875,62.802917,"Harrimanella hypnoides"
8.382108,62.80265,"Harrimanella hypnoides"
16.031029,66.825005,"Harrimanella hypnoides"
16.109919,66.471409,"Harrimanella hypnoides"
16.289142,67.555956,"Harrimanella hypnoides"
14.994778,66.760395,"Harrimanella hypnoides"
7.896991,62.503748,"Harrimanella hypnoides"
8.890312,61.922603,"Harrimanella hypnoides"
7.874829,62.51443,"Harrimanella hypnoides"
16.163495,66.860434,"Harrimanella hypnoides"
8.860479,61.805703,"Harrimanella hypnoides"
14.854182,66.915788,"Harrimanella hypnoides"
9.403807,61.643462,"Harrimanella hypnoides"
8.027965,62.251975,"Harrimanella hypnoides"
